Jahr,Monat-Nr.,Monat,Wochen-Nr.,Stunde-Nr.,Stunde,Tot,Schwerverletzt,Leichtverletzt
1993,10,Oktober,39,16,16.00 - 16.59,0,0,14
1993,10,Oktober,39,17,17.00 - 17.59,1,9,19
1993,10,Oktober,39,18,18.00 - 18.59,0,5,12
1993,10,Oktober,39,19,19.00 - 19.59,0,3,6
1993,10,Oktober,39,20,20.00 - 20.59,0,2,4
1993,10,Oktober,39,21,21.00 - 21.59,0,0,8
1993,10,Oktober,39,22,22.00 - 22.59,0,2,5
1993,10,Oktober,39,23,23.00 - 23.59,0,3,6
1993,10,Oktober,40,0,00.00 - 00.59,1,2,6
1993,10,Oktober,40,1,01.00 - 01.59,2,2,11
1993,10,Oktober,40,2,02.00 - 02.59,1,4,9
1993,10,Oktober,40,3,03.00 - 03.59,0,2,10
1993,10,Oktober,40,4,04.00 - 04.59,0,2,0
1993,10,Oktober,40,5,05.00 - 05.59,0,0,6
1993,10,Oktober,40,6,06.00 - 06.59,0,4,11
1993,10,Oktober,40,7,07.00 - 07.59,0,7,27
1993,10,Oktober,40,8,08.00 - 08.59,0,3,15
1993,10,Oktober,40,9,09.00 - 09.59,1,8,14
1993,10,Oktober,40,10,10.00 - 10.59,2,2,14
1993,10,Oktober,40,11,11.00 - 11.59,0,6,27
1993,10,Oktober,40,12,12.00 - 12.59,0,4,32
1993,10,Oktober,40,13,13.00 - 13.59,1,6,19
1993,10,Oktober,40,14,14.00 - 14.59,0,12,34
1993,10,Oktober,40,15,15.00 - 15.59,3,17,30
1993,10,Oktober,40,16,16.00 - 16.59,0,14,33
1993,10,Oktober,40,17,17.00 - 17.59,1,12,46
1993,10,Oktober,40,18,18.00 - 18.59,2,12,22
1993,10,Oktober,40,19,19.00 - 19.59,1,4,39
1993,10,Oktober,40,20,20.00 - 20.59,0,4,20
1993,10,Oktober,40,21,21.00 - 21.59,0,5,10
1993,10,Oktober,40,22,22.00 - 22.59,2,7,13
1993,10,Oktober,40,23,23.00 - 23.59,0,5,17
1993,10,Oktober,41,0,00.00 - 00.59,0,2,6
1993,10,Oktober,41,1,01.00 - 01.59,0,4,9
1993,10,Oktober,41,2,02.00 - 02.59,1,2,8
1993,10,Oktober,41,3,03.00 - 03.59,0,4,2
1993,10,Oktober,41,4,04.00 - 04.59,0,0,5
1993,10,Oktober,41,5,05.00 - 05.59,0,0,3
1993,10,Oktober,41,6,06.00 - 06.59,0,3,13
1993,10,Oktober,41,7,07.00 - 07.59,0,2,5
1993,10,Oktober,41,8,08.00 - 08.59,1,3,15
1993,10,Oktober,41,9,09.00 - 09.59,0,2,19
1993,10,Oktober,41,10,10.00 - 10.59,0,4,19
1993,10,Oktober,41,11,11.00 - 11.59,0,9,24
1993,10,Oktober,41,12,12.00 - 12.59,1,6,28
1993,10,Oktober,41,13,13.00 - 13.59,1,4,37
1993,10,Oktober,41,14,14.00 - 14.59,0,17,31
1993,10,Oktober,41,15,15.00 - 15.59,2,5,21
1993,10,Oktober,41,16,16.00 - 16.59,1,8,22
1993,10,Oktober,41,17,17.00 - 17.59,4,9,37
1993,10,Oktober,41,18,18.00 - 18.59,0,20,31
1993,10,Oktober,41,19,19.00 - 19.59,0,3,19
1993,10,Oktober,41,20,20.00 - 20.59,0,6,16
1993,10,Oktober,41,21,21.00 - 21.59,1,4,9
1993,10,Oktober,41,22,22.00 - 22.59,0,1,9
1993,10,Oktober,41,23,23.00 - 23.59,0,2,7
1993,10,Oktober,42,0,00.00 - 00.59,0,4,8
1993,10,Oktober,42,1,01.00 - 01.59,2,1,7
1993,10,Oktober,42,2,02.00 - 02.59,0,4,2
1993,10,Oktober,42,3,03.00 - 03.59,0,1,4
1993,10,Oktober,42,4,04.00 - 04.59,0,5,9
1993,10,Oktober,42,5,05.00 - 05.59,0,1,6
1993,10,Oktober,42,6,06.00 - 06.59,1,3,21
1993,10,Oktober,42,7,07.00 - 07.59,1,7,24
1993,10,Oktober,42,8,08.00 - 08.59,0,4,10
1993,10,Oktober,42,9,09.00 - 09.59,1,7,17
1993,10,Oktober,42,10,10.00 - 10.59,5,8,19
1993,10,Oktober,42,11,11.00 - 11.59,0,7,23
1993,10,Oktober,42,12,12.00 - 12.59,0,4,13
1993,10,Oktober,42,13,13.00 - 13.59,2,8,31
1993,10,Oktober,42,14,14.00 - 14.59,0,9,28
1993,10,Oktober,42,15,15.00 - 15.59,0,7,16
1993,10,Oktober,42,16,16.00 - 16.59,2,5,40
1993,10,Oktober,42,17,17.00 - 17.59,2,15,41
1993,10,Oktober,42,18,18.00 - 18.59,0,14,32
1993,10,Oktober,42,19,19.00 - 19.59,0,10,17
1993,10,Oktober,42,20,20.00 - 20.59,0,6,10
1993,10,Oktober,42,21,21.00 - 21.59,0,4,11
1993,10,Oktober,42,22,22.00 - 22.59,0,1,10
1993,10,Oktober,42,23,23.00 - 23.59,1,0,14
1993,10,Oktober,43,0,00.00 - 00.59,0,6,9
1993,10,Oktober,43,1,01.00 - 01.59,1,1,6
1993,10,Oktober,43,2,02.00 - 02.59,0,5,8
1993,10,Oktober,43,3,03.00 - 03.59,1,3,0
1993,10,Oktober,43,4,04.00 - 04.59,0,0,5
1993,10,Oktober,43,5,05.00 - 05.59,0,2,4
1993,10,Oktober,43,6,06.00 - 06.59,0,6,7
1993,10,Oktober,43,7,07.00 - 07.59,2,5,20
1993,10,Oktober,43,8,08.00 - 08.59,0,3,16
1993,10,Oktober,43,9,09.00 - 09.59,0,5,8
1993,10,Oktober,43,10,10.00 - 10.59,0,7,17
1993,10,Oktober,43,11,11.00 - 11.59,0,4,34
1993,10,Oktober,43,12,12.00 - 12.59,1,6,19
1993,10,Oktober,43,13,13.00 - 13.59,3,12,28
1993,10,Oktober,43,14,14.00 - 14.59,0,5,16
1993,10,Oktober,43,15,15.00 - 15.59,0,6,20
1993,10,Oktober,43,16,16.00 - 16.59,1,9,31
1993,10,Oktober,43,17,17.00 - 17.59,2,18,34
1993,10,Oktober,43,18,18.00 - 18.59,2,14,28
1993,10,Oktober,43,19,19.00 - 19.59,0,10,28
1993,10,Oktober,43,20,20.00 - 20.59,0,5,13
1993,10,Oktober,43,21,21.00 - 21.59,0,1,5
1993,10,Oktober,43,22,22.00 - 22.59,1,1,14
1993,10,Oktober,43,23,23.00 - 23.59,4,7,16
1993,11,November,44,0,00.00 - 00.59,0,2,6
1993,11,November,44,1,01.00 - 01.59,0,2,14
1993,11,November,44,2,02.00 - 02.59,2,6,14
1993,11,November,44,3,03.00 - 03.59,0,1,7
1993,11,November,44,4,04.00 - 04.59,0,1,11
1993,11,November,44,5,05.00 - 05.59,0,2,6
1993,11,November,44,6,06.00 - 06.59,0,5,9
1993,11,November,44,7,07.00 - 07.59,0,4,29
1993,11,November,44,8,08.00 - 08.59,3,7,14
1993,11,November,44,9,09.00 - 09.59,0,4,12
1993,11,November,44,10,10.00 - 10.59,0,3,17
1993,11,November,44,11,11.00 - 11.59,1,6,15
1993,11,November,44,12,12.00 - 12.59,0,14,30
1993,11,November,44,13,13.00 - 13.59,1,13,30
1993,11,November,44,14,14.00 - 14.59,1,15,30
1993,11,November,44,15,15.00 - 15.59,0,3,32
1993,11,November,44,16,16.00 - 16.59,2,10,28
1993,11,November,44,17,17.00 - 17.59,2,16,40
1993,11,November,44,18,18.00 - 18.59,0,12,21
1993,11,November,44,19,19.00 - 19.59,0,7,19
1993,11,November,44,20,20.00 - 20.59,0,5,20
1993,11,November,44,21,21.00 - 21.59,0,5,7
1993,11,November,44,22,22.00 - 22.59,3,7,13
1993,11,November,44,23,23.00 - 23.59,1,4,8
1993,11,November,45,0,00.00 - 00.59,1,5,15
1993,11,November,45,1,01.00 - 01.59,0,4,5
1993,11,November,45,2,02.00 - 02.59,0,1,8
1993,11,November,45,3,03.00 - 03.59,0,3,4
1993,11,November,45,4,04.00 - 04.59,1,0,3
1993,11,November,45,5,05.00 - 05.59,0,2,4
1993,11,November,45,6,06.00 - 06.59,2,3,14
1993,11,November,45,7,07.00 - 07.59,0,4,20
1993,11,November,45,8,08.00 - 08.59,0,4,8
1993,11,November,45,9,09.00 - 09.59,0,4,10
1993,11,November,45,10,10.00 - 10.59,0,6,29
1993,11,November,45,11,11.00 - 11.59,1,3,22
1993,11,November,45,12,12.00 - 12.59,0,8,19
1993,11,November,45,13,13.00 - 13.59,0,6,36
1993,11,November,45,14,14.00 - 14.59,1,11,21
1993,11,November,45,15,15.00 - 15.59,1,6,22
1993,11,November,45,16,16.00 - 16.59,0,9,37
1993,11,November,45,17,17.00 - 17.59,4,13,44
1993,11,November,45,18,18.00 - 18.59,0,14,33
1993,11,November,45,19,19.00 - 19.59,1,10,17
1993,11,November,45,20,20.00 - 20.59,1,0,10
1993,11,November,45,21,21.00 - 21.59,0,0,6
1993,11,November,45,22,22.00 - 22.59,0,3,16
1993,11,November,45,23,23.00 - 23.59,0,3,5
1993,11,November,46,0,00.00 - 00.59,0,4,6
1993,11,November,46,1,01.00 - 01.59,0,5,7
1993,11,November,46,2,02.00 - 02.59,0,5,4
1993,11,November,46,3,03.00 - 03.59,3,3,6
1993,11,November,46,4,04.00 - 04.59,0,0,3
1993,11,November,46,5,05.00 - 05.59,0,2,5
1993,11,November,46,6,06.00 - 06.59,0,8,9
1993,11,November,46,7,07.00 - 07.59,0,9,19
1993,11,November,46,8,08.00 - 08.59,0,5,14
1993,11,November,46,9,09.00 - 09.59,0,4,12
1993,11,November,46,10,10.00 - 10.59,0,5,6
1993,11,November,46,11,11.00 - 11.59,1,5,18
1993,11,November,46,12,12.00 - 12.59,1,5,22
1993,11,November,46,13,13.00 - 13.59,0,5,23
1993,11,November,46,14,14.00 - 14.59,2,2,22
1993,11,November,46,15,15.00 - 15.59,1,3,19
1993,11,November,46,16,16.00 - 16.59,0,7,24
1993,11,November,46,17,17.00 - 17.59,1,13,44
1993,11,November,46,18,18.00 - 18.59,0,15,20
1993,11,November,46,19,19.00 - 19.59,0,5,25
1993,11,November,46,20,20.00 - 20.59,0,1,17
1993,11,November,46,21,21.00 - 21.59,2,0,12
1993,11,November,46,22,22.00 - 22.59,1,2,1
1993,11,November,46,23,23.00 - 23.59,0,1,9
1993,11,November,47,0,00.00 - 00.59,0,2,5
1993,11,November,47,1,01.00 - 01.59,1,1,12
1993,11,November,47,2,02.00 - 02.59,0,2,5
1993,11,November,47,3,03.00 - 03.59,0,5,8
1993,11,November,47,4,04.00 - 04.59,0,5,5
1993,11,November,47,5,05.00 - 05.59,0,1,6
1993,11,November,47,6,06.00 - 06.59,0,3,28
1993,11,November,47,7,07.00 - 07.59,0,10,41
1993,11,November,47,8,08.00 - 08.59,5,5,26
1993,11,November,47,9,09.00 - 09.59,3,1,14
1993,11,November,47,10,10.00 - 10.59,0,6,27
1993,11,November,47,11,11.00 - 11.59,0,3,16
1993,11,November,47,12,12.00 - 12.59,0,6,25
1993,11,November,47,13,13.00 - 13.59,0,5,25
1993,11,November,47,14,14.00 - 14.59,0,6,14
1993,11,November,47,15,15.00 - 15.59,0,3,21
1993,11,November,47,16,16.00 - 16.59,1,6,15
1993,11,November,47,17,17.00 - 17.59,3,6,53
1993,11,November,47,18,18.00 - 18.59,2,3,21
1993,11,November,47,19,19.00 - 19.59,1,5,13
1993,11,November,47,20,20.00 - 20.59,0,4,16
1993,11,November,47,21,21.00 - 21.59,0,6,6
1993,11,November,47,22,22.00 - 22.59,0,2,9
1993,11,November,47,23,23.00 - 23.59,0,4,6
1993,11,November,48,0,00.00 - 00.59,0,0,1
1993,11,November,48,1,01.00 - 01.59,0,0,1
1993,11,November,48,2,02.00 - 02.59,0,0,0
1993,11,November,48,3,03.00 - 03.59,0,0,1
1993,11,November,48,4,04.00 - 04.59,0,0,0
1993,11,November,48,5,05.00 - 05.59,0,0,0
1993,11,November,48,6,06.00 - 06.59,0,1,1
1993,11,November,48,7,07.00 - 07.59,0,1,4
1993,11,November,48,8,08.00 - 08.59,0,0,2
1993,11,November,48,9,09.00 - 09.59,0,2,1
1993,11,November,48,10,10.00 - 10.59,0,0,4
1993,11,November,48,11,11.00 - 11.59,0,1,4
1993,11,November,48,12,12.00 - 12.59,0,0,8
1993,11,November,48,13,13.00 - 13.59,0,4,4
1993,11,November,48,14,14.00 - 14.59,0,2,11
1993,11,November,48,15,15.00 - 15.59,0,3,5
1993,11,November,48,16,16.00 - 16.59,0,0,5
1993,11,November,48,17,17.00 - 17.59,0,6,8
1993,11,November,48,18,18.00 - 18.59,0,5,4
1993,11,November,48,19,19.00 - 19.59,0,0,4
1993,11,November,48,20,20.00 - 20.59,0,2,3
1993,11,November,48,21,21.00 - 21.59,0,1,5
1993,11,November,48,22,22.00 - 22.59,0,1,1
1993,11,November,48,23,23.00 - 23.59,0,0,0
1993,12,Dezember,48,0,00.00 - 00.59,0,2,6
1993,12,Dezember,48,1,01.00 - 01.59,0,3,10
1993,12,Dezember,48,2,02.00 - 02.59,0,4,5
1993,12,Dezember,48,3,03.00 - 03.59,0,1,3
1993,12,Dezember,48,4,04.00 - 04.59,0,1,5
1993,12,Dezember,48,5,05.00 - 05.59,0,0,1
1993,12,Dezember,48,6,06.00 - 06.59,0,2,4
1993,12,Dezember,48,7,07.00 - 07.59,1,6,28
1993,12,Dezember,48,8,08.00 - 08.59,0,8,7
1993,12,Dezember,48,9,09.00 - 09.59,0,2,11
1993,12,Dezember,48,10,10.00 - 10.59,0,4,17
1993,12,Dezember,48,11,11.00 - 11.59,1,3,17
1993,12,Dezember,48,12,12.00 - 12.59,0,5,16
1993,12,Dezember,48,13,13.00 - 13.59,1,10,19
1993,12,Dezember,48,14,14.00 - 14.59,2,1,20
1993,12,Dezember,48,15,15.00 - 15.59,2,8,23
1993,12,Dezember,48,16,16.00 - 16.59,0,6,23
1993,12,Dezember,48,17,17.00 - 17.59,1,10,25
1993,12,Dezember,48,18,18.00 - 18.59,1,2,20
1993,12,Dezember,48,19,19.00 - 19.59,0,4,20
1993,12,Dezember,48,20,20.00 - 20.59,1,1,4
1993,12,Dezember,48,21,21.00 - 21.59,0,1,3
1993,12,Dezember,48,22,22.00 - 22.59,1,2,5
1993,12,Dezember,48,23,23.00 - 23.59,0,2,8
1993,12,Dezember,49,0,00.00 - 00.59,0,0,9
1993,12,Dezember,49,1,01.00 - 01.59,1,2,8
1993,12,Dezember,49,2,02.00 - 02.59,0,1,8
1993,12,Dezember,49,3,03.00 - 03.59,1,2,5
1993,12,Dezember,49,4,04.00 - 04.59,0,2,3
1993,12,Dezember,49,5,05.00 - 05.59,0,1,5
1993,12,Dezember,49,6,06.00 - 06.59,1,7,16
1993,12,Dezember,49,7,07.00 - 07.59,2,16,27
1993,12,Dezember,49,8,08.00 - 08.59,0,3,15
1993,12,Dezember,49,9,09.00 - 09.59,0,3,16
1993,12,Dezember,49,10,10.00 - 10.59,0,4,11
1993,12,Dezember,49,11,11.00 - 11.59,0,6,25
1993,12,Dezember,49,12,12.00 - 12.59,0,3,17
1993,12,Dezember,49,13,13.00 - 13.59,0,10,22
1993,12,Dezember,49,14,14.00 - 14.59,0,8,30
1993,12,Dezember,49,15,15.00 - 15.59,2,7,28
1993,12,Dezember,49,16,16.00 - 16.59,0,5,42
1993,12,Dezember,49,17,17.00 - 17.59,0,19,60
1993,12,Dezember,49,18,18.00 - 18.59,0,13,41
1993,12,Dezember,49,19,19.00 - 19.59,1,9,35
1993,12,Dezember,49,20,20.00 - 20.59,1,1,9
1993,12,Dezember,49,21,21.00 - 21.59,1,5,8
1993,12,Dezember,49,22,22.00 - 22.59,1,4,17
1993,12,Dezember,49,23,23.00 - 23.59,2,0,7
1993,12,Dezember,50,0,00.00 - 00.59,1,4,7
1993,12,Dezember,50,1,01.00 - 01.59,0,3,3
1993,12,Dezember,50,2,02.00 - 02.59,0,1,4
1993,12,Dezember,50,3,03.00 - 03.59,0,0,5
1993,12,Dezember,50,4,04.00 - 04.59,0,1,7
1993,12,Dezember,50,5,05.00 - 05.59,0,2,7
1993,12,Dezember,50,6,06.00 - 06.59,2,4,22
1993,12,Dezember,50,7,07.00 - 07.59,0,13,47
1993,12,Dezember,50,8,08.00 - 08.59,0,3,18
1993,12,Dezember,50,9,09.00 - 09.59,2,2,21
1993,12,Dezember,50,10,10.00 - 10.59,0,9,17
1993,12,Dezember,50,11,11.00 - 11.59,0,6,31
1993,12,Dezember,50,12,12.00 - 12.59,2,7,19
1993,12,Dezember,50,13,13.00 - 13.59,0,7,20
1993,12,Dezember,50,14,14.00 - 14.59,3,8,16
1993,12,Dezember,50,15,15.00 - 15.59,0,4,12
1993,12,Dezember,50,16,16.00 - 16.59,2,10,22
1993,12,Dezember,50,17,17.00 - 17.59,1,12,56
1993,12,Dezember,50,18,18.00 - 18.59,3,12,29
1993,12,Dezember,50,19,19.00 - 19.59,0,5,15
1993,12,Dezember,50,20,20.00 - 20.59,1,4,17
1993,12,Dezember,50,21,21.00 - 21.59,0,5,9
1993,12,Dezember,50,22,22.00 - 22.59,2,0,13
1993,12,Dezember,50,23,23.00 - 23.59,0,4,7
1993,12,Dezember,51,0,00.00 - 00.59,0,1,18
1993,12,Dezember,51,1,01.00 - 01.59,0,3,16
1993,12,Dezember,51,2,02.00 - 02.59,0,3,10
1993,12,Dezember,51,3,03.00 - 03.59,0,4,1
1993,12,Dezember,51,4,04.00 - 04.59,0,1,4
1993,12,Dezember,51,5,05.00 - 05.59,0,2,4
1993,12,Dezember,51,6,06.00 - 06.59,0,3,10
1993,12,Dezember,51,7,07.00 - 07.59,1,12,27
1993,12,Dezember,51,8,08.00 - 08.59,0,2,10
1993,12,Dezember,51,9,09.00 - 09.59,3,1,12
1993,12,Dezember,51,10,10.00 - 10.59,0,3,11
1993,12,Dezember,51,11,11.00 - 11.59,1,12,51
1993,12,Dezember,51,12,12.00 - 12.59,2,9,26
1993,12,Dezember,51,13,13.00 - 13.59,1,5,32
1993,12,Dezember,51,14,14.00 - 14.59,0,4,21
1993,12,Dezember,51,15,15.00 - 15.59,0,6,29
1993,12,Dezember,51,16,16.00 - 16.59,0,9,28
1993,12,Dezember,51,17,17.00 - 17.59,2,12,39
1993,12,Dezember,51,18,18.00 - 18.59,2,9,40
1993,12,Dezember,51,19,19.00 - 19.59,1,6,33
1993,12,Dezember,51,20,20.00 - 20.59,1,3,15
1993,12,Dezember,51,21,21.00 - 21.59,0,4,7
1993,12,Dezember,51,22,22.00 - 22.59,0,3,6
1993,12,Dezember,51,23,23.00 - 23.59,0,4,6
1993,12,Dezember,52,0,00.00 - 00.59,0,1,6
1993,12,Dezember,52,1,01.00 - 01.59,0,0,5
1993,12,Dezember,52,2,02.00 - 02.59,1,1,4
1993,12,Dezember,52,3,03.00 - 03.59,0,1,1
1993,12,Dezember,52,4,04.00 - 04.59,0,0,0
1993,12,Dezember,52,5,05.00 - 05.59,0,0,1
1993,12,Dezember,52,6,06.00 - 06.59,0,2,2
1993,12,Dezember,52,7,07.00 - 07.59,0,0,5
1993,12,Dezember,52,8,08.00 - 08.59,0,0,6
1993,12,Dezember,52,9,09.00 - 09.59,0,1,9
1993,12,Dezember,52,10,10.00 - 10.59,0,4,12
1993,12,Dezember,52,11,11.00 - 11.59,0,1,11
1993,12,Dezember,52,12,12.00 - 12.59,0,7,23
1993,12,Dezember,52,13,13.00 - 13.59,1,2,10
1993,12,Dezember,52,14,14.00 - 14.59,0,4,20
1993,12,Dezember,52,15,15.00 - 15.59,0,3,12
1993,12,Dezember,52,16,16.00 - 16.59,0,6,11
1993,12,Dezember,52,17,17.00 - 17.59,2,7,15
1993,12,Dezember,52,18,18.00 - 18.59,0,6,16
1993,12,Dezember,52,19,19.00 - 19.59,1,6,9
1993,12,Dezember,52,20,20.00 - 20.59,1,1,8
1993,12,Dezember,52,21,21.00 - 21.59,0,2,9
1993,12,Dezember,52,22,22.00 - 22.59,0,0,2
1993,12,Dezember,52,23,23.00 - 23.59,1,4,11
